CupperPoints,ID,Country,HarvestYear,Variety,Process,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Cleanliness,Sweetness,Moisture,C1Defect,C2Defect,Quakers,Color,MeanAlt,Address,Contact,Elevation,FullElevation,Precipitation,Temperature,Continent,NSHem,EWHem
7.67,1285,Guatemala,2016,Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,0.11,0,3,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.67,1289,Guatemala,2012,Bourbon,Washed / Wet,8,7.75,7.5,7.58,7.92,7.67,10,10,10,0.1,0,4,0,Green,Unknown,0,0,759,759,1996,23.45,North America,N,W
7.67,1292,Guatemala,2013,Caturra,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,0.1,0,10,1,Green,1565,0,0,759,1565,1996,23.45,North America,N,W
7.67,1295,Guatemala,2017,Catuai,Natural / Dry,7.83,7.5,7.5,8,7.83,7.83,10,10,10,0.11,0,2,0,Bluish-Green,Unknown,0,0,759,759,1996,23.45,North America,N,W
7.67,1304,Guatemala,2016,Bourbon,Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,0.11,0,4,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.58,1,Ethiopia,2013,Unknown,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,0.1,1,18,0,Unknown,1600,28,26,1330,1600,848,22.2,Africa,N,E
7.58,20,China,2012,Catimor,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,0.1,0,0,0,Green,1600,25,23,1840,1600,645,6.95,Asia,N,E
7.58,21,China,2014,Catimor,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,0.1,0,0,0,Green,1100,25,23,1840,1100,645,6.95,Asia,N,E
7.58,31,"Tanzania, United Republic Of",2012,Unknown,Unknown,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,0,0,1,0,Green,1800,24,22,1018,1800,1071,22.35,Africa,S,E
7.58,33,"Tanzania, United Republic Of",2012,Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,0.12,0,1,0,Green,1600,24,22,1018,1600,1071,22.35,Africa,S,E
7.58,35,"Tanzania, United Republic Of",2012,Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,0.12,0,3,0,Green,168,24,22,1018,168,1071,22.35,Africa,S,E
7.58,36,"Tanzania, United Republic Of",2014,Bourbon,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,0.12,0,1,0,Green,1800,24,22,1018,1800,1071,22.35,Africa,S,E
7.58,53,Brazil,2011,Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,0.12,0,3,0,Blue-Green,1000,21,21,320,1000,1782,24.95,South America,B,W
7.58,57,Brazil,2016,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,0.11,0,1,0,Blue-Green,1200,21,21,320,1200,1782,24.95,South America,B,W
7.58,75,Mexico,2013,Typica,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,0.13,0,3,0,Blue-Green,1059,20,20,1111,1059,758,21,North America,N,W
7.58,77,Mexico,2013,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,0.12,0,2,0,Green,1200,20,20,1111,1200,758,21,North America,N,W
7.58,98,Uganda,2014,SL14,Washed / Wet,8,7.5,7.5,7.58,7.33,7.42,10,10,10,0.12,0,0,0,Green,1650,18,18,1400,1650,1180,22.8,Africa,N,E
7.58,100,Uganda,2012,Bourbon,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,0.12,0,6,0,Green,1473,18,18,1400,1473,1180,22.8,Africa,N,E
7.58,146,Malawi,2013,Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,0.12,0,0,0,Green,1450,16,16,779,1450,1181,21.9,Africa,S,E
7.58,147,"Tanzania, United Republic Of",2012,Ruiru 11,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,0.13,0,7,0,Green,2285,16,16,1018,2285,1071,22.35,Africa,S,E
7.58,149,"Tanzania, United Republic Of",2013,Other,Washed / Wet,7.75,7,7.42,7.58,7.58,7.58,10,10,10,0.12,0,3,0,Bluish-Green,Unknown,16,16,1018,1018,1071,22.35,Africa,S,E
7.58,151,"Tanzania, United Republic Of",2014,Other,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10,10,10,0.12,0,0,0,Green,1700,16,16,1018,1700,1071,22.35,Africa,S,E
7.58,152,"Tanzania, United Republic Of",2014,Bourbon,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10,10,10,0.12,0,4,0,Green,1550,16,16,1018,1550,1071,22.35,Africa,S,E
7.58,155,"Tanzania, United Republic Of",2013,Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,0.12,0,6,0,Green,1700,16,16,1018,1700,1071,22.35,Africa,S,E
7.58,156,"Tanzania, United Republic Of",2015,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,0.13,0,4,0,Green,1600,16,16,1018,1600,1071,22.35,Africa,S,E
7.58,157,"Tanzania, United Republic Of",2013,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,0.13,0,21,0,Green,1400,16,16,1018,1400,1071,22.35,Africa,S,E
7.58,158,Uganda,2014,Other,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10,10,10,0.1,10,26,0,Green,1700,16,16,1400,1700,1180,22.8,Africa,N,E
7.58,225,El Salvador,2012,Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,0.12,0,0,0,Green,1500,11,11,442,1500,1784,24.45,North America,N,W
7.58,231,El Salvador,2014,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,0.11,0,0,0,Unknown,1330,11,11,442,1330,1784,24.45,North America,N,W
7.58,268,Laos,2012,Catimor,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,0.13,0,0,0,Bluish-Green,1300,10,10,710,1300,1834,22.8,Asia,N,E
7.58,272,Ethiopia,2012,Ethiopian Heirlooms,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,0,1,20,0,Bluish-Green,2000,10,10,1330,2000,848,22.2,Africa,N,E
7.58,273,Taiwan,2013,Typica,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,0,0,9,0,Green,775,10,10,1150,775,2500,16,Asia,N,E
7.58,275,Taiwan,2015,Typica,Other,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,0.11,0,0,0,Unknown,1300,10,10,1150,1300,2500,16,Asia,N,E
7.58,312,Colombia,2012,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,0,0,6,7,Green,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.58,317,Colombia,2017,Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,0.11,0,0,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.58,324,Colombia,2014,Caturra,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,0,0,2,0,Unknown,442,9,9,593,442,3240,24.5,South America,B,W
7.58,327,Colombia,2014,Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,0.11,1,3,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.58,335,Colombia,2010,Unknown,Unknown,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,0.21,0,2,0,Unknown,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.58,341,Colombia,2015,Caturra,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,0.11,0,3,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.58,343,Colombia,2012,Caturra,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,0.11,0,1,0,Green,1500,9,9,593,1500,3240,24.5,South America,B,W
7.58,344,Colombia,2015,Caturra,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,0.11,0,2,0,Green,1900,9,9,593,1900,3240,24.5,South America,B,W
7.58,348,Colombia,2012,Unknown,Unknown,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,0.11,0,4,0,Green,442,9,9,593,442,3240,24.5,South America,B,W
7.58,350,Colombia,2014,Caturra,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,0,0,0,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.58,352,Colombia,2014,Caturra,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,0,0,2,0,Green,1000,9,9,593,1000,3240,24.5,South America,B,W
7.58,355,Colombia,2016,Caturra,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,0,0,4,0,Green,1625,9,9,593,1625,3240,24.5,South America,B,W
7.58,357,Colombia,2018,Unknown,Unknown,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,0.08,0,1,0,Unknown,1450,9,9,593,1450,3240,24.5,South America,B,W
7.58,360,Colombia,2010,Unknown,Unknown,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,0.08,1,3,0,Unknown,1880,9,9,593,1880,3240,24.5,South America,B,W
7.58,367,Colombia,2010,Unknown,Unknown,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,0.04,0,1,0,Unknown,1800,9,9,593,1800,3240,24.5,South America,B,W
7.58,369,Colombia,2012,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,0,0,2,0,Green,442,9,9,593,442,3240,24.5,South America,B,W
7.58,371,Colombia,2015,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,0.11,0,1,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.58,373,Colombia,2017,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,0.12,0,1,0,Green,175,9,9,593,175,3240,24.5,South America,B,W
7.58,374,Colombia,2012,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,0,0,0,1,Unknown,1650,9,9,593,1650,3240,24.5,South America,B,W
7.58,383,Colombia,2015,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,0.12,0,1,0,Green,1813,9,9,593,1813,3240,24.5,South America,B,W
7.58,385,Colombia,2018,Unknown,Unknown,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,0.1,1,3,0,Unknown,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.58,387,Colombia,2012,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,0,0,5,0,Bluish-Green,1799,9,9,593,1799,3240,24.5,South America,B,W
7.58,388,Colombia,2012,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,0,0,0,0,Green,1000,9,9,593,1000,3240,24.5,South America,B,W
7.58,391,Colombia,2014,Caturra,Washed / Wet,8,7.58,7.25,7.58,7.92,7.58,10,10,10,0.11,0,0,0,Green,1850,9,9,593,1850,3240,24.5,South America,B,W
7.58,394,Colombia,2015,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,0.11,0,2,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.58,396,Colombia,2013,Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,0.12,0,3,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.58,400,Colombia,2015,Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,0,0,0,0,Unknown,1550,9,9,593,1550,3240,24.5,South America,B,W
7.58,402,Colombia,2014,Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10,10,10,0,0,3,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.58,412,Colombia,2017,Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8,10,10,10,0.11,0,3,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.58,415,Colombia,2011,Caturra,Unknown,7.83,7.67,7.5,7.75,7.75,7.75,10,10,10,0,1,0,2,Green,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.58,418,Colombia,2014,Unknown,Unknown,7.75,7.58,7.5,7.83,7.75,7.92,10,10,10,0,1,5,3,Unknown,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.58,421,Colombia,2015,Caturra,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10,10,10,0,0,1,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.58,433,Colombia,2016,Caturra,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,0,0,2,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.58,482,Indonesia,2012,Sulawesi,Other,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,0.12,0,15,0,Blue-Green,1500,6,6,367,1500,2702,25.85,Asia,B,E
7.58,484,Indonesia,2010,Unknown,Unknown,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,0,0,0,0,Unknown,1600,6,6,367,1600,2702,25.85,Asia,B,E
7.58,485,Indonesia,2018,Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10,10,10,0.12,0,0,0,Green,1400,6,6,367,1400,2702,25.85,Asia,B,E
7.58,508,Costa Rica,2014,Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7,7.75,10,10,10,0.11,0,3,0,Green,1300,5,5,746,1300,2926,24.8,North America,N,W
7.58,559,Brazil,2013,Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,0,0,1,0,Green,1,4,4,320,1,1782,24.95,South America,B,W
7.58,576,Brazil,2012,Yellow Bourbon,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,0.11,0,2,2,Bluish-Green,905,4,4,320,905,1782,24.95,South America,B,W
7.58,579,Brazil,2013,Moka Peaberry,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,0.11,0,16,0,Green,11000,4,4,320,11000,1782,24.95,South America,B,W
7.58,581,Brazil,2011,Bourbon,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,0.11,0,5,3,Green,894,4,4,320,894,1782,24.95,South America,B,W
7.58,582,Brazil,2012,Bourbon,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,0.11,0,3,2,Bluish-Green,872,4,4,320,872,1782,24.95,South America,B,W
7.58,583,Brazil,2013,Catuai,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,0,0,0,0,Green,1000,4,4,320,1000,1782,24.95,South America,B,W
7.58,584,Brazil,2012,Yellow Bourbon,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,0.11,0,2,2,Bluish-Green,905,4,4,320,905,1782,24.95,South America,B,W
7.58,693,Mexico,2017,Caturra,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,0.13,1,8,0,Unknown,763,3,3,1111,763,758,21,North America,N,W
7.58,703,Mexico,2014,Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,0.13,1,13,0,Green,1650,3,3,1111,1650,758,21,North America,N,W
7.58,718,Mexico,2017,Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,0.14,2,8,0,Unknown,690,3,3,1111,690,758,21,North America,N,W
7.58,726,Mexico,2010,Typica,Washed / Wet,7,7.67,7.5,7.5,7.42,7.5,10,10,10,0.1,0,1,0,Green,1200,3,3,1111,1200,758,21,North America,N,W
7.58,731,Mexico,2013,Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,0.16,3,8,0,Unknown,533,3,3,1111,533,758,21,North America,N,W
7.58,738,Mexico,2016,Typica,Natural / Dry,7.58,7.67,7.58,7.33,7,7.58,10,10,10,0.15,1,8,0,Unknown,441,3,3,1111,441,758,21,North America,N,W
7.58,740,Mexico,2012,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,0.11,0,0,0,Green,1296,3,3,1111,1296,758,21,North America,N,W
7.58,745,Mexico,2016,Caturra,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,0.13,0,1,0,Green,1170,3,3,1111,1170,758,21,North America,N,W
7.58,747,Mexico,2017,Pacamara,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,0.14,0,6,0,Green,1350,3,3,1111,1350,758,21,North America,N,W
7.58,748,Mexico,2017,Caturra,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,0.11,0,0,0,Green,1150,3,3,1111,1150,758,21,North America,N,W
7.58,751,Mexico,2014,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,0.13,0,10,0,Unknown,1679,3,3,1111,1679,758,21,North America,N,W
7.58,754,Mexico,2016,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,0.1,0,6,0,Green,1250,3,3,1111,1250,758,21,North America,N,W
7.58,756,Mexico,2011,Other,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,0.11,0,2,0,Unknown,1100,3,3,1111,1100,758,21,North America,N,W
7.58,757,Mexico,2014,Typica,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,0.11,0,0,0,Green,1296,3,3,1111,1296,758,21,North America,N,W
7.58,758,Mexico,2014,Typica,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,10,10,10,0.12,0,0,0,Unknown,950,3,3,1111,950,758,21,North America,N,W
7.58,759,Mexico,2017,Typica,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,0.12,0,6,0,Green,1550,3,3,1111,1550,758,21,North America,N,W
7.58,763,Mexico,2016,Bourbon,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,0.12,0,7,0,Blue-Green,1250,3,3,1111,1250,758,21,North America,N,W
7.58,767,Mexico,2015,Typica,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,0.11,0,20,0,Green,750,3,3,1111,750,758,21,North America,N,W
7.58,774,Mexico,2016,Typica,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,0.13,0,5,0,Green,700,3,3,1111,700,758,21,North America,N,W
7.58,775,Mexico,2016,Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,0.11,0,5,0,Unknown,1380,3,3,1111,1380,758,21,North America,N,W
7.58,778,Mexico,2016,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,0.12,0,0,0,Blue-Green,1000,3,3,1111,1000,758,21,North America,N,W
7.58,781,Mexico,2016,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,0.11,0,12,0,Green,940,3,3,1111,940,758,21,North America,N,W
7.58,784,Mexico,2015,Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,0.12,4,11,0,Green,1100,3,3,1111,1100,758,21,North America,N,W
7.58,802,Brazil,2017,Catuai,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,0.11,0,0,0,Green,1100,22,2,320,1100,1782,24.95,South America,B,W
7.58,821,United States (Hawaii),2013,Unknown,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,0.12,1,5,0,Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.58,854,United States (Hawaii),2011,Unknown,Unknown,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,0.05,3,0,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.58,863,Colombia,2016,Typica,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,0.1,0,0,0,Green,Unknown,2,2,593,593,3240,24.5,South America,B,W
7.58,904,Indonesia,2014,Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,0.11,0,0,0,Bluish-Green,Unknown,2,2,367,367,2702,25.85,Asia,B,E
7.58,931,Taiwan,2015,Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,0,0,0,0,Green,800,2,2,1150,800,2500,16,Asia,N,E
7.58,946,Mexico,2013,Other,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,0,0,1,0,Green,1600,2,2,1111,1600,758,21,North America,N,W
7.58,948,United States (Hawaii),2018,Hawaiian Kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,0.12,2,3,0,Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.58,952,Mexico,2014,Unknown,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,0,0,11,0,Green,Unknown,2,2,1111,1111,758,21,North America,N,W
7.58,954,Thailand,2010,Other,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,0.12,0,0,0,Bluish-Green,Unknown,2,2,287,287,1622,26.3,Asia,N,E
7.58,957,Colombia,2016,Unknown,Unknown,7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,0.11,0,0,0,Green,3850,2,2,593,3850,3240,24.5,South America,B,W
7.58,958,United States (Hawaii),2018,Unknown,Unknown,7.83,7.67,7.5,7.67,7.5,7.58,10,10,9.33,0.03,2,0,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.58,963,Panama,2012,Catuai,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,0,0,4,0,Green,1100,2,2,360,1100,2928,25.4,South America,N,W
7.58,968,United States,2014,Other,Other,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,0,0,9,0,Unknown,1200,2,2,760,1200,715,8.55,North America,N,W
7.58,987,United States (Hawaii),2015,Hawaiian Kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,0.12,0,8,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.58,991,Vietnam,2012,Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,0.07,0,0,0,Unknown,1550,2,2,398,1550,1821,24.45,Asia,N,E
7.58,993,Colombia,2014,Unknown,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,0.11,10,3,0,Green,Unknown,2,2,593,593,3240,24.5,South America,B,W
7.58,994,United States (Hawaii),2014,Hawaiian Kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,0.11,0,0,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.58,996,El Salvador,2018,Unknown,Unknown,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,0.14,0,3,0,Unknown,1200,2,2,442,1200,1784,24.45,North America,N,W
7.58,997,Costa Rica,2012,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,0.11,0,0,0,Green,1900,2,2,746,1900,2926,24.8,North America,N,W
7.58,998,Taiwan,2013,Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,0.1,0,0,0,Blue-Green,1000,2,2,1150,1000,2500,16,Asia,N,E
7.58,1000,Brazil,2012,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,0.1,1,5,0,Green,1227,2,2,320,1227,1782,24.95,South America,B,W
7.58,1001,Costa Rica,2013,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,0.12,0,3,0,Green,1300,2,2,746,1300,2926,24.8,North America,N,W
7.58,1014,Guatemala,2015,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8,7.67,10,10,10,0,3,12,0,Green,1402.08,2,2,759,1402.08,1996,23.45,North America,N,W
7.58,1015,United States (Hawaii),2017,Unknown,Unknown,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,0.01,0,0,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.58,1061,Kenya,2010,Unknown,Unknown,8,7.67,7.83,8.17,7.92,7.75,10,10,10,0.06,1,9,0,Unknown,Unknown,2,2,762,762,630,24.75,Africa,B,E
7.58,1138,Honduras,2012,Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,0.11,0,2,1,Bluish-Green,1500,1,1,684,1500,1976,23.5,North America,N,W
7.58,1142,Honduras,2012,Caturra,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,0.1,0,8,1,Green,1396,1,1,684,1396,1976,23.5,North America,N,W
7.58,1152,Honduras,2011,Caturra,Unknown,7.92,8,7.75,7.67,7.67,7.75,10,10,10,0.1,0,3,0,Green,1500,1,1,684,1500,1976,23.5,North America,N,W
7.58,1208,Guatemala,2012,Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,0.1,0,0,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.58,1214,Guatemala,2012,Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,0.1,0,1,0,Green,1700,0,0,759,1700,1996,23.45,North America,N,W
7.58,1221,Guatemala,2012,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,0.1,0,1,0,Green,1901,0,0,759,1901,1996,23.45,North America,N,W
7.58,1245,Guatemala,2012,Bourbon,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,0.1,0,1,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.58,1249,Guatemala,2012,Bourbon,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,0.11,1,2,1,Green,1700,0,0,759,1700,1996,23.45,North America,N,W
7.58,1257,Guatemala,2012,Catuai,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,0.11,0,2,0,Green,1371.6,0,0,759,1371.6,1996,23.45,North America,N,W
7.58,1273,Guatemala,2016,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,0.1,0,2,0,Green,1500,0,0,759,1500,1996,23.45,North America,N,W
7.58,1274,Guatemala,2016,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,0.11,0,0,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.58,1275,Guatemala,2012,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,0.1,0,5,2,Bluish-Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.58,1277,Guatemala,2012,Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,0.11,0,0,1,Green,1128.3696,0,0,759,1128.3696,1996,23.45,North America,N,W
7.58,1286,Guatemala,2012,Caturra,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,0.12,0,7,0,Green,1706.88,0,0,759,1706.88,1996,23.45,North America,N,W
